Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
1676,18,D6,D,6,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,18,E6,E,6,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,18,F6,F,6,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,S,HS,H,H,H,S,77.84754944,Y,NA,NA,NA,NA,NA,NA,NA,NA
1679,18,G6,G,6,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,S,HS,NA,H,H,H,75.91054535,N,NA,NA,NA,NA,NA,NA,NA,NA
1680,18,H6,H,6,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,18,A7,A,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,18,B7,B,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1683,18,C7,C,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1684,18,D7,D,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,S,HS,NA,H,H,H,73.97354126,N,NA,NA,NA,NA,NA,NA,NA,NA
1685,18,E7,E,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,H,SH,NA,NA,S,S,80.53387451,N,NA,NA,NA,NA,NA,NA,NA,NA
1686,18,F7,F,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,18,G7,G,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,S,HS,NA,S,NA,S,77.99655151,Y,NA,NA,NA,NA,NA,NA,NA,NA
1688,18,H7,H,7,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,18,A8,A,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,18,B8,B,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,18,C8,C,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,S,HS,H,H,NA,H,80.52955627,N,NA,NA,NA,NA,NA,NA,NA,NA
1692,18,D8,D,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,18,E8,E,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,18,F8,F,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,18,G8,G,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,18,H8,H,8,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,18,A9,A,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,18,B9,B,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,18,C9,C,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,18,D9,D,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,18,F9,F,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,18,G9,G,9,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,18,A10,A,10,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,18,D10,D,10,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,18,F10,F,10,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,18,G10,G,10,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,18,H10,H,10,18-Feb,24 hours,18-Feb,21-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,161,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,18,B11,B,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,18,C11,C,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,S,HS,H,H,S,S,77.99655151,Y,NA,H,NA,H,S,NA,NA,NA
1716,18,D11,D,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,18,E11,E,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,18,F11,F,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,18,G11,G,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,18,H11,H,11,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,18,A12,A,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,18,B12,B,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,18,D12,D,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,18,E12,E,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,S,HS,H,H,H,H,80.23155212,N,NA,NA,NA,NA,NA,NA,NA,NA
1726,18,F12,F,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,H,SH,NA,S,S,S,78.00120544,Y,NA,NA,NA,NA,NA,NA,NA,NA
1727,18,G12,G,12,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,20,E1,E,1,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,20,F1,F,1,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1831,20,G1,G,1,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,H,SH,NA,H,H,H,80.53387451,N,NA,NA,NA,NA,NA,NA,NA,NA
1832,20,H1,H,1,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1833,20,A2,A,2,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,S,HS,H,H,H,S,73.82453918,N,NA,NA,NA,NA,NA,NA,NA,NA
1837,20,E2,E,2,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839,20,G2,G,2,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1840,20,H2,H,2,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,20,B3,B,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,20,C3,C,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1844,20,D3,D,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,20,E3,E,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,20,F3,F,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1847,20,G3,G,3,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1849,20,A4,A,4,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,20,E4,E,4,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854,20,F4,F,4,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,20,G4,G,4,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,20,A5,A,5,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,20,B5,B,5,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,S,H,SH,S,H,H,H,80.53387451,N,NA,NA,NA,NA,NA,NA,NA,NA
1859,20,C5,C,5,19-Feb,24 hours,19-Feb,22-Feb,25-Feb,3 days,3,35,"Plastic, no yeast",3,147,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,20,G5,G,5,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,20,B6,B,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,20,C6,C,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,20,D6,D,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,20,E6,E,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,20,G6,G,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,20,H6,H,6,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,20,B7,B,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,H,SH,S,S,H,H,74.27668762,N,NA,H,NA,NA,NA,NA,NA,NA
1875,20,C7,C,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,20,D7,D,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,H,SH,S,S,S,S,80.6828537,N,NA,NA,NA,NA,NA,NA,NA,NA
1877,20,E7,E,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,20,F7,F,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,20,G7,G,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,20,H7,H,7,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,20,B8,B,8,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883,20,C8,C,8,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,20,D8,D,8,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,S,HS,H,H,H,S,80.52955627,N,NA,NA,NA,NA,NA,NA,NA,NA
1885,20,E8,E,8,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,20,H8,H,8,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,20,A9,A,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,20,B9,B,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,20,D9,D,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,20,E9,E,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,20,F9,F,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,20,H9,H,9,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,20,A10,A,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,20,B10,B,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,20,C10,C,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,20,E10,E,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,20,F10,F,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,20,G10,G,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,20,H10,H,10,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,H,SH,S,NA,H,H,78.44814301,Y,NA,NA,NA,NA,NA,NA,NA,NA
1905,20,A11,A,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,20,B11,B,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,20,C11,C,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,20,D11,D,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,20,E11,E,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,20,F11,F,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,20,G11,G,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,20,H11,H,11,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,20,A12,A,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,20,B12,B,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,20,C12,C,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,20,D12,D,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,S,HS,NA,NA,H,NA,80.3805542,N,NA,NA,NA,NA,NA,NA,NA,NA
1917,20,E12,E,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,20,F12,F,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,20,G12,G,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,20,H12,H,12,20-Feb,24 hours,20-Feb,22-Feb,25-Feb,3 days,2,50,"Plastic, no yeast",3,61,S,H,SH,S,NA,S,H,80.53387451,N,NA,NA,NA,NA,NA,NA,NA,NA
S1,S1,A1,A,1,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S10,S1,B2,B,2,NA,Overnight,NA,11-Nov,11-Nov,3 hours,2,NA,"Plastic, no yeast",1,49,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S100,S2,D1,D,1,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S101,S2,E1,E,1,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S102,S2,F1,F,1,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S103,S2,G1,G,1,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S104,S2,H1,H,1,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S106,S2,B2,B,2,NA,Overnight,NA,14-Nov,14-Nov,3 hours,2,NA,"Plastic, no yeast",1,48,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
