Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,run_center (run),run_machine_id (run),AssemblyName,source_of_DNA,read_mask (run)
SRR835242,WGS,186,11817901026,PRJNA36679,SAMN00014230,6541244149,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006140,Illumina Genome Analyzer,IWG_DGRP.DMEL.AE_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,SAMN00014230,SRP000694,DGRP-306,,,GCA_000001215.1,,
SRR835247,WGS,189,27459146439,PRJNA36679,SAMN00014254,13823123422,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006186,Illumina Genome Analyzer,IWG_DGRP.DMEL.AF_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP307,SRP000694,DGRP-307,,,GCA_000001215.1,,
SRR835252,WGS,154,9726433590,PRJNA36679,SAMN00014231,5323938884,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006143,Illumina Genome Analyzer,IWG_DGRP.DMEL.31_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP315,SRP000694,DGRP-315,,,GCA_000001215.1,,
SRR835256,WGS,165,21078031700,PRJNA36679,SAMN00014232,11037350115,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006145,Illumina Genome Analyzer,IWG_DGRP.DMEL.32_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP324,SRP000694,DGRP-324,,,GCA_000001215.1,,
SRR835260,WGS,104,9130473122,PRJNA36679,SAMN00014264,5055727013,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155999,Illumina Genome Analyzer IIx,IWG_DGRP.360-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP360,SRP000694,DGRP-360,,,GCA_000001215.1,,
SRR835326,WGS,188,8024503710,PRJNA36679,SAMN00014022,4327483364,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021257,Illumina Genome Analyzer II,IWG_DGRP.371_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP371,SRP000694,DGRP-371,,,GCA_000001215.1,,
SRR835329,WGS,221,9492281430,PRJNA36679,SAMN00013980,5324414778,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023425,Illumina Genome Analyzer II,IWG_DGRP.373_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP373,SRP000694,DGRP-373,,,GCA_000001215.1,,
SRR835331,WGS,224,8679271900,PRJNA36679,SAMN00014004,4767709335,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021243,Illumina Genome Analyzer II,IWG_DGRP.409_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP409,SRP000694,DGRP-409,,,GCA_000001215.1,,
SRR835333,WGS,176,8257172380,PRJNA36679,SAMN00014238,4456773011,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006156,Illumina Genome Analyzer,IWG_DGRP.DMEL.43_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP437,SRP000694,DGRP-437,,,GCA_000001215.1,,
SRR835336,WGS,224,9817848230,PRJNA36679,SAMN01057321,5135533634,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156019,Illumina Genome Analyzer IIx,IWG_DGRP.748-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,748,SRP000694,DGRP-748,,,GCA_000001215.1,whole individuals,
SRR835338,WGS,161,6158523060,PRJNA36679,SAMN00014249,3271750396,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX006170,Illumina Genome Analyzer,IWG_DGRP.774_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP774,SRP000694,DGRP-774,,,GCA_000001215.1,,
SRR835341,WGS,227,9865080870,PRJNA36679,SAMN00014117,5223424015,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021391,Illumina Genome Analyzer II,IWG_DGRP.801_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP801,SRP000694,DGRP-801,,,GCA_000001215.1,,
SRR835343,WGS,232,10968649490,PRJNA36679,SAMN00030537,5335244045,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX025318,Illumina Genome Analyzer II,IWG_DGRP.802_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP802,SRP000694,DGRP-802,,,GCA_000001215.1,,
SRR835345,WGS,208,11221606350,PRJNA36679,SAMN00014121,6070750015,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021402,Illumina Genome Analyzer II,IWG_DGRP.808_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP808,SRP000694,DGRP-808,,,GCA_000001215.1,,
SRR835347,WGS,219,23725513650,PRJNA36679,SAMN01057323,12115964423,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155991,Illumina Genome Analyzer IIx,IWG_DGRP.821-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,821,SRP000694,DGRP-821,,,GCA_000001215.1,whole individuals,
SRR835349,WGS,238,13198743110,PRJNA36679,SAMN00014189,6868242010,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021491,Illumina Genome Analyzer II,IWG_DGRP.853_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP853,SRP000694,DGRP-853,,,GCA_000001215.1,,
SRR835939,WGS,189,19703945000,PRJNA36679,SAMN00013973,10405117138,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156030,Illumina HiSeq 2000,IWG_DGRP.340-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-29T00:00:00Z,BCM-DGRP340,SRP000694,DGRP-340,,,GCA_000001215.1,,
SRR835942,WGS,209,14673883250,PRJNA36679,SAMN00014040,7706224077,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155987,Illumina Genome Analyzer IIx,IWG_DGRP.584-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-29T00:00:00Z,BCM-DGRP584,SRP000694,DGRP-584,,,GCA_000001215.1,,
SRR846989,WGS,231,11007329310,PRJNA36679,SAMN01057327,5362206578,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156023,Illumina Genome Analyzer IIx,IWG_DGRP.900-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-05-06T00:00:00Z,900,SRP000694,DGRP-900,,,GCA_000001215.1,whole individuals,
