"Stock.ID" "region" "SRA.Accession" "Data.Group" "Population" "Country" "Locality" "Date.of.Collection" "Collector.s." "Latitude..negative.south." "Longitude..negative.west." "Elevation..m." "Haploid.Embryo.Genomes" "Inbred.or.Isofemale.Genomes" "Chromosome.Extraction.Genomes" "Data.Reference"
"SP15N" "africa" "SRR3734274" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP175N" "africa" "SRR3734276" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP17N" "africa" "SRR3734277" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP191N" "africa" "SRR3734278" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP19N" "africa" "SRR3734279" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP201N" "africa" "SRR3734281" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP213N" "africa" "SRR3734282" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP249N" "africa" "SRR3734283" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP267N" "africa" "SRR3734284" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP279N" "africa" "SRR3734285" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP291N" "africa" "SRR3734289" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP323N" "africa" "SRR3734291" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP335N" "africa" "SRR3734292" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP347N" "africa" "SRR3734293" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP39N" "africa" "SRR3734294" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP61N" "africa" "SRR3734295" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP69N" "africa" "SRR3734296" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP75N" "africa" "SRR3734297" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP83N" "africa" "SRR3734300" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP95N" "africa" "SRR3734302" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"ZI342" "africa" "SRR094875" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZO65" "africa" "SRX058294" "DPGP2" "ZO" "Zambia" "Solwezi" "Jul-10" "R. Corbett-Detig" -12.18 26.4 1380 2 0 0 "Pool et al. 2012 PLoS Genetics"
"ZI91" "africa" "SRR189423" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI261" "africa" "SRR189424" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI268" "africa" "SRR189425" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI468" "africa" "SRR189426" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI221" "africa" "SRR202074" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI207" "africa" "SRR202075" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI232" "africa" "SRR202076" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI26" "africa" "SRR202077" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI457" "africa" "SRR202078" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI276" "africa" "SRR202079" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI466" "africa" "SRR202080" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI267" "africa" "SRR202081" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI476" "africa" "SRR202082" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI291" "africa" "SRR202083" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI225" "africa" "SRR202084,SRR654680" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI394N" "africa" "SRR202085" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI157" "africa" "SRR202089" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI231" "africa" "SRR202093" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI269" "africa" "SRR202094" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI264" "africa" "SRR202095" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI295" "africa" "SRR202099" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI418N" "africa" "SRR202100" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI188" "africa" "SRR202123" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI193" "africa" "SRR202124" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI296" "africa" "SRR202125" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI227" "africa" "SRR202126" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI250" "africa" "SRR202127" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI191" "africa" "SRR202128" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI359" "africa" "SRR202129" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI220" "africa" "SRR203067" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI184" "africa" "SRR203068" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI181" "africa" "SRR203069" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI103" "africa" "SRR203226" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI400" "africa" "SRR203227" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI386" "africa" "SRR203228" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI210" "africa" "SRR203229" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI198" "africa" "SRR203230" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI86" "africa" "SRR203231" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI129" "africa" "SRR203232" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI179" "africa" "SRR203233" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI200" "africa" "SRR203234" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI218" "africa" "SRR203235" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI365" "africa" "SRR203236" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI293" "africa" "SRR203237" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI202" "africa" "SRR203238" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI194" "africa" "SRR203319" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI240" "africa" "SRR203324" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI313" "africa" "SRR203327" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI216N" "africa" "SRR203328" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI213" "africa" "SRR203329" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI173" "africa" "SRR203330" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI214" "africa" "SRR203331" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI237" "africa" "SRR203332" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI50N" "africa" "SRR203334" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI254N" "africa" "SRR203335" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI126" "africa" "SRR203336" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI233" "africa" "SRR203347" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI226" "africa" "SRR203348" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI252" "africa" "SRR203349" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI253" "africa" "SRR203350" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI319" "africa" "SRR203461" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI368" "africa" "SRR203462" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI444" "africa" "SRR203463" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI378" "africa" "SRR203464" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI472" "africa" "SRR203465" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI196" "africa" "SRR203467" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI199" "africa" "SRR203468" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI527" "africa" "SRR203469" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI211" "africa" "SRR203470" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI335" "africa" "SRR203471" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI61" "africa" "SRR203472" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI182" "africa" "SRR203473" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI348" "africa" "SRR203475" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI445" "africa" "SRR203476" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI178" "africa" "SRR203496" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI28" "africa" "SRR203497" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI377" "africa" "SRR203498" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI420" "africa" "SRR203499" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI471" "africa" "SRR203500" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI219" "africa" "SRR203503" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI433" "africa" "SRR203504" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI490" "africa" "SRR203505" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI206" "africa" "SRR203506" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI336" "africa" "SRR203507" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI85" "africa" "SRR203508" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI413" "africa" "SRR203509" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI314" "africa" "SRR203510" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI341" "africa" "SRR203645" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI329" "africa" "SRR204006" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI136" "africa" "SRR204007" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI374" "africa" "SRR204008" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI381" "africa" "SRR204010" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI212" "africa" "SRR204012" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI364" "africa" "SRR204013" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI324" "africa" "SRR204014" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI90" "africa" "SRR204016" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI265" "africa" "SRR204017" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI190" "africa" "SRR204018" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI379" "africa" "SRR204019" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI373" "africa" "SRR210782" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI263" "africa" "SRR210783" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI255" "africa" "SRR210784" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI380" "africa" "SRR210785" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI273N" "africa" "SRR210786" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI170" "africa" "SRR210787" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI333" "africa" "SRR210788" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI68" "africa" "SRR210789" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI448" "africa" "SRR210790" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI235" "africa" "SRR210792" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI176" "africa" "SRR210794" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI316" "africa" "SRR248059" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI370" "africa" "SRR248060" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI460" "africa" "SRR248108" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI286" "africa" "SRR248122" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI76" "africa" "SRR248123" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
"ZI504" "africa" "SRR248124" "DPGP3" "ZI" "Zambia" "Siavonga" "Jul-10" "R. Corbett-Detig" -16.54 28.72 530 197 0 0 "Pool et al. 2012; Lack et al. 2015"
